date,Bitcoin,Tesla,Apple,Gold,Oil,stock,call,put,stock up,stock down,bear market,bull market,recession,Bitcoin%,Tesla%,Apple%,Gold%,Oil%,stock%,call%,put%,stock up%,stock down%,bear market%,bull market%,recession%
2017-05-10,3,3,22,18,17,49,58,26,23,13,11,10,58,0.09999999999998899,50.09999999999999,0.09999999999998899,-5.163157894736847,0.09999999999998899,2.183333333333315,-1.5949152542372835,4.0999999999999925,4.64545454545453,62.59999999999999,22.322222222222223,11.211111111111105,5.554545454545434
2017-05-11,3,3,22,19,16,49,55,26,24,11,7,8,53,0.09999999999998899,0.09999999999998899,0.09999999999998899,5.655555555555547,-5.782352941176471,0.09999999999998899,-5.072413793103447,0.09999999999998899,4.447826086956508,-15.284615384615385,-36.263636363636365,-19.899999999999995,-8.520689655172408
2017-05-12,3,3,23,18,16,45,56,25,25,10,7,9,49,0.09999999999998899,0.09999999999998899,4.64545454545453,-5.163157894736847,0.09999999999998899,-8.063265306122446,1.9181818181817967,-3.7461538461538435,4.266666666666663,-8.990909090909094,0.09999999999998899,12.599999999999989,-7.447169811320753
2017-05-13,4,3,24,20,16,25,52,27,15,5,6,5,35,33.433333333333316,0.09999999999998899,4.447826086956508,11.211111111111105,0.09999999999998899,-44.34444444444444,-7.042857142857139,8.099999999999996,-39.900000000000006,-49.9,-14.18571428571429,-44.34444444444444,-28.471428571428568
2017-05-14,3,3,23,19,16,20,48,26,15,7,7,4,37,-24.9,0.09999999999998899,-4.066666666666663,-4.900000000000004,0.09999999999998899,-19.899999999999995,-7.592307692307687,-3.603703703703709,0.09999999999998899,40.09999999999998,16.766666666666662,-19.899999999999995,5.814285714285705
2017-05-15,4,3,23,19,17,45,54,25,17,8,7,9,55,33.433333333333316,0.09999999999998899,0.09999999999998899,0.09999999999998899,6.349999999999989,125.1,12.599999999999989,-3.7461538461538435,13.43333333333332,14.385714285714268,0.09999999999998899,125.1,48.748648648648626
2017-05-16,4,3,23,19,17,49,58,26,23,9,7,10,55,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,8.98888888888887,7.507407407407407,4.0999999999999925,35.39411764705882,12.599999999999989,0.09999999999998899,11.211111111111105,0.09999999999998899
2017-05-17,3,3,22,19,16,50,56,25,21,31,7,9,57,-24.9,0.09999999999998899,-4.247826086956518,0.09999999999998899,-5.782352941176471,2.1408163265306035,-3.348275862068961,-3.7461538461538435,-8.595652173913049,244.54444444444445,0.09999999999998899,-9.899999999999999,3.7363636363636266
2017-05-18,3,3,22,18,16,48,57,25,23,12,9,8,56,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.163157894736847,0.09999999999998899,-3.9000000000000035,1.8857142857142684,0.09999999999998899,9.623809523809523,-61.19032258064516,28.67142857142857,-11.011111111111116,-1.654385964912286
2017-05-19,3,3,22,18,16,44,54,25,17,9,3,6,37,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,-8.233333333333338,-5.163157894736847,0.09999999999998899,-25.986956521739135,-24.9,-66.56666666666666,-24.9,-33.82857142857143
2017-05-20,3,3,23,20,17,22,50,26,13,6,5,5,26,0.09999999999998899,0.09999999999998899,4.64545454545453,11.211111111111105,6.349999999999989,-49.9,-7.307407407407407,4.0999999999999925,-23.429411764705886,-33.233333333333334,66.76666666666667,-16.566666666666663,-29.629729729729725
2017-05-21,3,2,22,19,17,20,48,27,13,4,6,7,40,0.09999999999998899,-33.233333333333334,-4.247826086956518,-4.900000000000004,0.09999999999998899,-8.990909090909094,-3.9000000000000035,3.9461538461538437,0.09999999999998899,-33.233333333333334,20.099999999999984,40.09999999999998,53.94615384615384
2017-05-22,6,2,22,18,17,43,54,25,22,6,5,7,46,100.1,0.09999999999998899,0.09999999999998899,-5.163157894736847,0.09999999999998899,115.09999999999998,12.599999999999989,-7.307407407407407,69.33076923076922,50.09999999999999,-16.566666666666663,0.09999999999998899,15.09999999999998
2017-05-23,6,2,22,18,16,44,58,25,21,11,8,7,45,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.782352941176471,2.4255813953488303,7.507407407407407,0.09999999999998899,-4.445454545454542,83.43333333333331,60.099999999999994,0.09999999999998899,-2.0739130434782593
2017-05-24,7,2,22,18,17,44,55,24,25,13,8,11,42,16.766666666666662,0.09999999999998899,0.09999999999998899,0.09999999999998899,6.349999999999989,0.09999999999998899,-5.072413793103447,-3.9000000000000035,19.147619047619035,18.281818181818178,0.09999999999998899,57.242857142857126,-6.566666666666665
2017-05-25,10,2,22,18,17,48,57,26,23,9,8,7,50,42.95714285714285,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,9.190909090909072,3.7363636363636266,8.433333333333316,-7.899999999999996,-30.669230769230772,0.09999999999998899,-36.263636363636365,19.147619047619035
2017-05-26,8,3,22,18,17,43,55,25,27,8,6,6,38,-19.899999999999995,50.09999999999999,0.09999999999998899,0.09999999999998899,0.09999999999998899,-10.316666666666663,-3.408771929824561,-3.7461538461538435,17.491304347826087,-11.011111111111116,-24.9,-14.18571428571429,-23.9
2017-05-27,6,2,22,19,17,22,51,27,14,3,5,5,27,-24.9,-33.233333333333334,0.09999999999998899,5.655555555555547,0.09999999999998899,-48.73720930232558,-7.1727272727272755,8.099999999999996,-48.04814814814815,-62.4,-16.566666666666663,-16.566666666666663,-28.847368421052632
2017-05-28,4,2,22,19,16,18,48,27,14,5,3,4,35,-33.233333333333334,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.782352941176471,-18.08181818181818,-5.782352941176471,0.09999999999998899,0.09999999999998899,66.76666666666667,-39.900000000000006,-19.899999999999995,29.729629629629617
2017-05-29,4,2,22,19,16,25,49,26,16,5,5,9,35,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,38.98888888888887,2.183333333333315,-3.603703703703709,14.385714285714268,0.09999999999998899,66.76666666666667,125.1,0.09999999999998899
2017-05-30,4,2,21,18,17,42,58,25,19,8,8,10,45,0.09999999999998899,0.09999999999998899,-4.445454545454542,-5.163157894736847,6.349999999999989,68.09999999999998,18.4673469387755,-3.7461538461538435,18.849999999999987,60.099999999999994,60.099999999999994,11.211111111111105,28.67142857142857
2017-05-31,4,2,22,18,17,44,57,25,20,9,7,8,47,0.09999999999998899,0.09999999999998899,4.861904761904756,0.09999999999998899,0.09999999999998899,4.861904761904756,-1.6241379310344861,0.09999999999998899,5.363157894736825,12.599999999999989,-12.4,-19.899999999999995,4.54444444444444
2017-06-01,4,3,22,19,16,45,55,25,20,9,5,5,41,0.09999999999998899,50.09999999999999,0.09999999999998899,5.655555555555547,-5.782352941176471,2.3727272727272597,-3.408771929824561,0.09999999999998899,0.09999999999998899,0.09999999999998899,-28.471428571428568,-37.4,-12.665957446808507
2017-06-02,3,3,21,18,17,45,56,26,21,8,4,6,46,-24.9,0.09999999999998899,-4.445454545454542,-5.163157894736847,6.349999999999989,0.09999999999998899,1.9181818181817967,4.0999999999999925,5.099999999999993,-11.011111111111116,-19.899999999999995,20.099999999999984,12.295121951219512
2017-06-03,3,2,22,20,17,23,50,27,21,5,4,4,34,0.09999999999998899,-33.233333333333334,4.861904761904756,11.211111111111105,0.09999999999998899,-48.78888888888889,-10.61428571428571,3.9461538461538437,0.09999999999998899,-37.4,0.09999999999998899,-33.233333333333334,-25.986956521739135
2017-06-04,3,3,23,19,17,19,47,27,17,6,4,6,39,0.09999999999998899,50.09999999999999,4.64545454545453,-4.900000000000004,0.09999999999998899,-17.291304347826085,-5.900000000000006,0.09999999999998899,-18.947619047619046,20.099999999999984,0.09999999999998899,50.09999999999999,14.805882352941158
2017-06-05,3,2,35,18,17,44,54,25,21,6,7,4,40,0.09999999999998899,-33.233333333333334,52.27391304347826,-5.163157894736847,0.09999999999998899,131.67894736842106,14.993617021276595,-7.307407407407407,23.62941176470588,0.09999999999998899,75.1,-33.233333333333334,2.664102564102544
2017-06-06,5,2,32,20,17,46,55,25,23,8,5,7,100,66.76666666666667,0.09999999999998899,-8.471428571428575,11.211111111111105,0.09999999999998899,4.64545454545453,1.951851851851849,0.09999999999998899,9.623809523809523,33.433333333333316,-28.471428571428568,75.1,150.1
2017-06-07,4,3,26,19,17,45,56,25,23,9,7,7,80,-19.899999999999995,50.09999999999999,-18.65,-4.900000000000004,0.09999999999998899,-2.0739130434782593,1.9181818181817967,0.09999999999998899,0.09999999999998899,12.599999999999989,40.09999999999998,0.09999999999998899,-19.899999999999995
2017-06-08,4,3,24,19,17,46,54,25,25,9,4,5,53,0.09999999999998899,0.09999999999998899,-7.592307692307687,0.09999999999998899,0.09999999999998899,2.3222222222222033,-3.4714285714285698,0.09999999999998899,8.795652173913027,0.09999999999998899,-42.75714285714286,-28.471428571428568,-33.650000000000006
2017-06-09,4,3,24,19,16,48,54,25,21,22,8,7,48,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.782352941176471,4.447826086956508,0.09999999999998899,0.09999999999998899,-15.900000000000002,144.54444444444445,100.1,40.09999999999998,-9.33396226415094
2017-06-10,3,3,23,20,17,24,49,27,17,9,4,4,34,-24.9,0.09999999999998899,-4.066666666666663,5.363157894736825,6.349999999999989,-49.9,-9.159259259259256,8.099999999999996,-18.947619047619046,-58.99090909090909,-49.9,-42.75714285714286,-29.066666666666663
2017-06-11,4,3,24,19,17,20,47,27,16,6,8,5,37,33.433333333333316,0.09999999999998899,4.447826086956508,-4.900000000000004,0.09999999999998899,-16.566666666666663,-3.981632653061229,0.09999999999998899,-5.782352941176471,-33.233333333333334,100.1,25.099999999999987,8.923529411764687
2017-06-12,5,2,23,19,17,44,54,24,19,12,5,8,46,25.099999999999987,-33.233333333333334,-4.066666666666663,0.09999999999998899,0.09999999999998899,120.10000000000001,14.993617021276595,-11.011111111111116,18.849999999999987,100.1,-37.4,60.099999999999994,24.42432432432431
2017-06-13,4,3,24,18,17,47,60,27,21,11,3,8,39,-19.899999999999995,50.09999999999999,4.447826086956508,-5.163157894736847,0.09999999999998899,6.918181818181801,11.211111111111105,12.599999999999989,10.626315789473683,-8.233333333333338,-39.900000000000006,0.09999999999998899,-15.117391304347827
2017-06-14,4,3,24,18,16,46,58,27,23,10,3,6,47,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.782352941176471,-2.027659574468088,-3.2333333333333325,0.09999999999998899,9.623809523809523,-8.990909090909094,0.09999999999998899,-24.9,20.612820512820495
2017-06-15,5,3,24,18,17,44,56,25,23,14,8,6,44,25.099999999999987,0.09999999999998899,0.09999999999998899,0.09999999999998899,6.349999999999989,-4.247826086956518,-3.348275862068961,-7.307407407407407,0.09999999999998899,40.09999999999998,166.76666666666665,0.09999999999998899,-6.282978723404254
2017-06-16,4,3,24,19,17,52,56,26,22,14,7,7,36,-19.899999999999995,0.09999999999998899,0.09999999999998899,5.655555555555547,0.09999999999998899,18.281818181818178,0.09999999999998899,4.0999999999999925,-4.247826086956518,0.09999999999998899,-12.4,16.766666666666662,-18.08181818181818
2017-06-17,3,3,24,19,17,25,53,27,15,7,3,4,35,-24.9,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,-51.823076923076925,-5.25714285714286,3.9461538461538437,-31.718181818181822,-49.9,-57.04285714285715,-42.75714285714286,-2.677777777777779
2017-06-18,3,2,24,18,16,21,50,27,17,6,4,6,35,0.09999999999998899,-33.233333333333334,0.09999999999998899,-5.163157894736847,-5.782352941176471,-15.900000000000002,-5.560377358490564,0.09999999999998899,13.43333333333332,-14.18571428571429,33.433333333333316,50.09999999999999,0.09999999999998899
2017-06-19,3,2,24,18,17,46,55,25,27,11,5,6,42,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,6.349999999999989,119.14761904761906,10.099999999999998,-7.307407407407407,58.92352941176468,83.43333333333331,25.099999999999987,0.09999999999998899,20.099999999999984
2017-06-20,3,3,23,18,18,50,62,27,23,10,13,8,35,0.09999999999998899,50.09999999999999,-4.066666666666663,0.09999999999998899,5.982352941176461,8.795652173913027,12.82727272727271,8.099999999999996,-14.714814814814813,-8.990909090909094,160.1,33.433333333333316,-16.566666666666663
2017-06-21,3,3,23,19,18,47,60,26,20,10,11,10,43,0.09999999999998899,0.09999999999998899,0.09999999999998899,5.655555555555547,0.09999999999998899,-5.900000000000006,-3.1258064516129003,-3.603703703703709,-12.943478260869568,0.09999999999998899,-15.284615384615385,25.099999999999987,22.957142857142856
2017-06-22,3,3,23,19,18,48,59,26,24,11,9,10,40,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,2.227659574468066,-1.5666666666666718,0.09999999999998899,20.099999999999984,10.099999999999998,-18.08181818181818,0.09999999999998899,-6.876744186046513
2017-06-23,3,3,23,19,17,47,58,26,22,11,7,4,39,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.4555555555555575,-1.983333333333337,-1.5949152542372835,0.09999999999998899,-8.233333333333338,0.09999999999998899,-22.12222222222222,-59.9,-2.400000000000002
2017-06-24,3,3,24,19,17,23,52,27,17,6,8,5,28,0.09999999999998899,0.09999999999998899,4.447826086956508,0.09999999999998899,0.09999999999998899,-50.96382978723404,-10.244827586206895,3.9461538461538437,-22.62727272727273,-45.35454545454546,14.385714285714268,25.099999999999987,-28.105128205128203
2017-06-25,3,3,24,19,18,20,51,27,19,5,10,8,31,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,5.982352941176461,-12.943478260869568,-1.8230769230769273,0.09999999999998899,11.864705882352933,-16.566666666666663,25.099999999999987,60.099999999999994,10.81428571428571
2017-06-26,4,3,24,20,18,42,56,26,22,6,6,6,39,33.433333333333316,0.09999999999998899,0.09999999999998899,5.363157894736825,0.09999999999998899,110.1,9.90392156862745,-3.603703703703709,15.88947368421052,20.099999999999984,-39.900000000000006,-24.9,25.906451612903215
2017-06-27,4,3,24,20,17,46,55,26,22,16,10,7,40,0.09999999999998899,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.4555555555555575,9.623809523809523,-1.6857142857142904,0.09999999999998899,0.09999999999998899,166.76666666666665,66.76666666666667,16.766666666666662,2.664102564102544
2017-06-28,4,2,23,19,17,46,55,25,18,7,8,8,36,0.09999999999998899,-33.233333333333334,-4.066666666666663,-4.900000000000004,0.09999999999998899,0.09999999999998899,0.09999999999998899,-3.7461538461538435,-18.08181818181818,-56.15,-19.899999999999995,14.385714285714268,-9.899999999999999
2017-06-29,3,3,23,19,17,48,54,26,23,16,6,6,35,-24.9,50.09999999999999,0.09999999999998899,0.09999999999998899,0.09999999999998899,4.447826086956508,-1.7181818181818187,4.0999999999999925,27.87777777777776,128.67142857142855,-24.9,-24.9,-2.677777777777779
2017-06-30,3,2,24,19,17,44,54,25,20,9,8,7,35,0.09999999999998899,-33.233333333333334,4.447826086956508,0.09999999999998899,0.09999999999998899,-8.233333333333338,0.09999999999998899,-3.7461538461538435,-12.943478260869568,-43.65,33.433333333333316,16.766666666666662,0.09999999999998899
2017-07-01,3,3,24,21,17,22,50,26,17,5,5,6,24,0.09999999999998899,50.09999999999999,0.09999999999998899,10.626315789473683,0.09999999999998899,-49.9,-7.307407407407407,4.0999999999999925,-14.900000000000002,-44.34444444444444,-37.4,-14.18571428571429,-31.32857142857143
2017-07-02,3,3,23,20,16,20,47,25,16,3,7,8,26,0.09999999999998899,0.09999999999998899,-4.066666666666663,-4.661904761904767,-5.782352941176471,-8.990909090909094,-5.900000000000006,-3.7461538461538435,-5.782352941176471,-39.900000000000006,40.09999999999998,33.433333333333316,8.433333333333316
2017-07-03,3,5,24,20,17,39,52,26,23,15,8,9,37,0.09999999999998899,66.76666666666667,4.447826086956508,0.09999999999998899,6.349999999999989,95.09999999999998,10.738297872340418,4.0999999999999925,43.84999999999999,400.1,14.385714285714268,12.599999999999989,42.4076923076923
2017-07-04,3,4,23,19,16,32,50,26,18,9,6,7,31,0.09999999999998899,-19.899999999999995,-4.066666666666663,-4.900000000000004,-5.782352941176471,-17.84871794871795,-3.7461538461538435,0.09999999999998899,-21.639130434782604,-39.900000000000006,-24.9,-22.12222222222222,-16.116216216216216
2017-07-05,3,4,22,19,17,42,51,26,16,9,5,3,39,0.09999999999998899,0.09999999999998899,-4.247826086956518,0.09999999999998899,6.349999999999989,31.349999999999987,2.0999999999999908,0.09999999999998899,-11.011111111111116,0.09999999999998899,-16.566666666666663,-57.04285714285715,25.906451612903215
2017-07-06,3,4,23,19,17,44,53,26,19,10,12,6,32,0.09999999999998899,0.09999999999998899,4.64545454545453,0.09999999999998899,0.09999999999998899,4.861904761904756,4.021568627450978,0.09999999999998899,18.849999999999987,11.211111111111105,140.09999999999997,100.1,-17.84871794871795
2017-07-07,3,4,23,20,17,43,53,26,16,11,7,6,35,0.09999999999998899,0.09999999999998899,0.09999999999998899,5.363157894736825,0.09999999999998899,-2.1727272727272706,0.09999999999998899,0.09999999999998899,-15.689473684210531,10.099999999999998,-41.56666666666666,0.09999999999998899,9.474999999999989
2017-07-08,3,3,24,23,18,23,49,27,16,4,9,7,24,0.09999999999998899,-24.9,4.447826086956508,15.09999999999998,5.982352941176461,-46.41162790697675,-7.447169811320753,3.9461538461538437,0.09999999999998899,-63.53636363636363,28.67142857142857,16.766666666666662,-31.32857142857143
2017-07-09,3,4,24,22,17,21,46,28,18,7,7,5,33,0.09999999999998899,33.433333333333316,0.09999999999998899,-4.247826086956518,-5.4555555555555575,-8.595652173913049,-6.022448979591832,3.803703703703687,12.599999999999989,75.1,-22.12222222222222,-28.471428571428568,37.59999999999999
2017-07-10,3,5,23,22,17,41,52,25,18,9,6,6,33,0.09999999999998899,25.099999999999987,-4.066666666666663,0.09999999999998899,0.09999999999998899,95.33809523809522,13.143478260869546,-10.61428571428571,0.09999999999998899,28.67142857142857,-14.18571428571429,20.099999999999984,0.09999999999998899
2017-07-11,3,4,24,20,17,44,54,26,21,11,11,7,36,0.09999999999998899,-19.899999999999995,4.447826086956508,-8.990909090909094,0.09999999999998899,7.417073170731703,3.9461538461538437,4.0999999999999925,16.766666666666662,22.322222222222223,83.43333333333331,16.766666666666662,9.190909090909072
2017-07-12,3,3,24,22,17,47,53,26,20,9,7,6,39,0.09999999999998899,-24.9,0.09999999999998899,10.099999999999998,0.09999999999998899,6.918181818181801,-1.7518518518518489,0.09999999999998899,-4.661904761904767,-18.08181818181818,-36.263636363636365,-14.18571428571429,8.433333333333316
2017-07-13,3,3,23,21,17,46,54,26,25,9,5,6,36,0.09999999999998899,0.09999999999998899,-4.066666666666663,-4.445454545454542,0.09999999999998899,-2.027659574468088,1.9867924528301772,0.09999999999998899,25.099999999999987,0.09999999999998899,-28.471428571428568,0.09999999999998899,-7.592307692307687
2017-07-14,3,3,23,22,17,44,56,26,23,12,6,5,31,0.09999999999998899,0.09999999999998899,0.09999999999998899,4.861904761904756,0.09999999999998899,-4.247826086956518,3.803703703703687,0.09999999999998899,-7.899999999999996,33.433333333333316,20.099999999999984,-16.566666666666663,-13.788888888888884
2017-07-15,3,3,24,23,18,23,52,28,17,5,8,6,25,0.09999999999998899,0.09999999999998899,4.447826086956508,4.64545454545453,5.982352941176461,-47.62727272727273,-7.042857142857139,7.792307692307676,-25.986956521739135,-58.233333333333334,33.433333333333316,20.099999999999984,-19.254838709677426
2017-07-16,4,3,24,23,17,20,48,28,10,6,4,7,28,33.433333333333316,0.09999999999998899,0.09999999999998899,0.09999999999998899,-5.4555555555555575,-12.943478260869568,-7.592307692307687,0.09999999999998899,-41.076470588235296,20.099999999999984,-49.9,16.766666666666662,12.1
2017-07-17,4,3,24,21,18,43,53,26,21,7,9,8,38,0.09999999999998899,0.09999999999998899,0.09999999999998899,-8.595652173913049,5.982352941176461,115.09999999999998,10.516666666666662,-7.042857142857139,110.1,16.766666666666662,125.1,14.385714285714268,35.81428571428571
2017-07-18,4,3,24,20,18,48,56,27,24,8,5,5,34,0.09999999999998899,0.09999999999998899,0.09999999999998899,-4.661904761904767,0.09999999999998899,11.727906976744173,5.760377358490554,3.9461538461538437,14.385714285714268,14.385714285714268,-44.34444444444444,-37.4,-10.426315789473684
2017-07-19,3,3,23,20,18,47,56,27,23,9,7,9,37,-24.9,0.09999999999998899,-4.066666666666663,0.09999999999998899,0.09999999999998899,-1.983333333333337,0.09999999999998899,0.09999999999998899,-4.066666666666663,12.599999999999989,40.09999999999998,80.1,8.923529411764687
2017-07-20,4,3,24,21,17,48,56,27,19,9,7,8,37,33.433333333333316,0.09999999999998899,4.447826086956508,5.099999999999993,-5.4555555555555575,2.227659574468066,0.09999999999998899,0.09999999999998899,-17.291304347826085,0.09999999999998899,0.09999999999998899,-11.011111111111116,0.09999999999998899
2017-07-21,4,3,23,21,17,45,55,26,17,8,8,7,33,0.09999999999998899,0.09999999999998899,-4.066666666666663,0.09999999999998899,0.09999999999998899,-6.15,-1.6857142857142904,-3.603703703703709,-10.426315789473684,-11.011111111111116,14.385714285714268,-12.4,-10.71081081081081
2017-07-22,3,3,23,20,17,24,50,27,15,5,7,5,29,-24.9,0.09999999999998899,0.09999999999998899,-4.661904761904767,0.09999999999998899,-46.56666666666667,-8.990909090909094,3.9461538461538437,-11.664705882352944,-37.4,-12.4,-28.471428571428568,-12.021212121212121
2017-07-23,3,3,25,23,17,20,48,28,16,6,5,5,41,0.09999999999998899,0.09999999999998899,8.795652173913027,15.09999999999998,0.09999999999998899,-16.566666666666663,-3.9000000000000035,3.803703703703687,6.766666666666654,20.099999999999984,-28.471428571428568,0.09999999999998899,41.47931034482757
2017-07-24,3,3,25,22,17,43,55,26,25,9,7,7,35,0.09999999999998899,0.09999999999998899,0.09999999999998899,-4.247826086956518,0.09999999999998899,115.09999999999998,14.683333333333316,-7.042857142857139,56.34999999999999,50.09999999999999,40.09999999999998,40.09999999999998,-14.534146341463416
2017-07-25,3,3,23,19,17,50,55,26,25,11,6,9,38,0.09999999999998899,0.09999999999998899,-7.899999999999996,-13.536363636363635,0.09999999999998899,16.379069767441855,0.09999999999998899,0.09999999999998899,0.09999999999998899,22.322222222222223,-14.18571428571429,28.67142857142857,8.671428571428553
